PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
233202445,20158933,6,2020-08-26T10:53:00,"2400 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,501,6,3,-79.9739766658998,40.4488487457052
233204195,20158930,0,2020-08-26T20:55:00,"7700 Block Monticello St Pittsburgh, PA 15221",N,Homewood North,5,99,607.03 Discharging Firearm or Airgun,1301,,,0,0
233204258,20158961,27,2020-08-26T21:25:00,"1900 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.9242662838579,40.4866926471335
233204325,20158822,18,2020-08-26T18:32:00,"Collins Ave & St Marie St Pittsburgh, PA 15206",Y,East Liberty,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements. / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1113,9,2,-79.9181573327517,40.468103574965
233204596,20158956,27,2020-08-26T21:37:00,"Wylie Cswy & Elmore St E Pittsburgh, PA 15219",N,Middle Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,501,6,3,-79.9778469040214,40.4454946788312
233205414,20158993,27,2020-08-26T22:00:00,"700 Block Mercer St Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,305,,,0,0
233206848,20159011,0,2020-08-26T23:44:00,"3100 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,99,9992 Governor's Order Violation,2022,2,5,-80.0611043000205,40.4538722967083
233206870,20158996,99,2020-08-26T23:15:00,"1600 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,AIDED CASE,9497 Aided Case,2507,6,1,-80.015761536998,40.4579692938646
232926346,20155188,29,2020-08-21T15:00:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,,,0,0
232928020,20155165,3,2020-08-21T00:15:00,"1000 Block Murray Hill Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,ROBBERY,3701 Robbery.,1402,,,0,0
232929795,20155163,6,2020-08-21T15:00:00,"60 Block Beltzhoover Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1807,3,5,-79.9976629107085,40.4238219691255
232933800,20155342,5,2020-08-20T16:25:00,"300 Block Mt Pleasant Rd Pittsburgh, PA ",N,Perry South,1,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,2614,,,0,0
232940850,20155409,24,2020-08-21T20:14:00,"Hastings St & Edgerton Ave Pittsburgh, PA 15206",Y,Point Breeze,4,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 5101 Obstructing Admin. of Law  / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1404,8,3,-79.9147240411016,40.4493494815701
232948548,20155709,0,2020-08-22T08:50:00,"1200 Block Orangewood Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1916,4,5,-80.0180673590145,40.4149097996593
232952468,20155858,99,2020-08-22T14:00:00,"Zara St & Georgia Ave Pittsburgh, PA 15210",N,Knoxville,3,FOUND PROPERTY,9489 Found Property,3001,3,5,-79.9951063163009,40.4157329867274
232953157,20155827,99,2020-08-22T14:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,FOUND PROPERTY,9489 Found Property,305,6,3,-79.9799824053927,40.4435889103074
232953598,20155837,0,2020-08-22T14:09:00,"2400 Block Reed St Pittsburgh, PA 15219",Y,Middle Hill,2,99,9093 Indirect Criminal Contempt,501,6,3,-79.9718304471729,40.4450068836143
233266435,20159414,27,2020-08-27T15:10:00,"Pioneer Ave & Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1918,4,5,-80.0240964925625,40.3955078368067
233268911,20159378,18,2020-08-27T14:57:00,"Federal St N & Parkhurst St Pittsburgh, PA 15212",Y,Central North Side,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,2206,1,1,-80.0070173464784,40.456630956011
233268966,20159450,0,2020-08-27T16:30:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1201,9,2,-79.8923529450752,40.4861185015656
233269406,20159443,6,2020-08-25T00:01:00,"700 Block S 21st St Pittsburgh, PA 15210",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1609,,,0,0
233269493,20159466,6,2020-08-27T15:45:00,"3300 Block Ridgeway St Pittsburgh, PA 15219",N,Polish Hill,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,605,,,0,0
233269783,20155758,9,2020-08-22T11:00:00,"Robinson Blvd & Wilner Dr Pittsburgh, PA 15221",Y,East Hills,6,FORGERY,4101 Forgery. / 4105(a)(1) Bad Checks / 3922 Theft by Deception.,2016,9,2,-79.8665775339968,40.4527010979271
233269880,20159449,29,2020-08-27T16:45:00,"2700 Block Leland St Pittsburgh, PA 15214",N,Perry South,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2615,6,1,-80.0126242886306,40.472603991033
233271211,20159416,99,2020-08-27T15:53:00,"50 Block 11th St Pittsburgh, PA 15222",Y,Central Business District,2,MISSING PERSONS (18+),9490 Missing Persons (18 and Over) / 9497 Aided Case,201,3,3,-79.9876755376991,40.428967496273
233272017,20159392,3,2020-08-27T14:45:00,"Hillcrest St & N Graham Ter Pittsburgh, PA 15206",N,Garfield,5,ROBBERY,3701 Robbery.,1114,9,2,-79.933628061287,40.4675597776661
233273418,20159509,6,2020-08-27T18:00:00,"200 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,201,6,6,-79.999714719076,40.4379014438903
232865100,20154316,0,2020-08-20T12:23:00,"600 Block Oneida St Pittsburgh, PA 15211",N,Duquesne Heights,3,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1911,2,5,-80.0211930091199,40.4311669870013
232871681,20154479,6,2020-08-20T16:30:00,"1300 Block Paulson Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3934 Theft from Vehicle / 4106 Access Device Fraud,1203,9,2,-79.9011653372096,40.4686267994031
232887698,20154877,10,2020-08-21T02:51:00,"40 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,TERRORISTIC THREATS,2709(a) Harassment. / 2706 Terroristic Threats. / 6504 Public Nuisances.,1706,3,3,-79.9875015098531,40.4204583450145
232889483,20154910,0,2020-08-21T04:44:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,8106 Shots Fired,2620,1,1,-79.9936801964597,40.4666247323612
233208774,20159077,0,2020-08-27T02:00:00,"7600 Block Kelly St Pittsburgh, PA 15221",Y,Homewood South,5,99,9999 9999 - (Misc. Incident): ,1304,9,2,-79.8906641290753,40.4539698426454
233212426,20159103,6,2020-08-27T03:46:00,"4000 Block Vinceton St Pittsburgh, PA 15214",Y,Perry North,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2602,1,1,-80.0227333044512,40.4904834556779
233213686,20158406,6,2020-08-26T04:30:00,"400 Block Reifert St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3001,3,5,-79.9956657440975,40.4093385837742
233213947,20159046,0,2020-08-27T01:00:00,"100 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-80.0002244573837,40.4373038544899
233240490,20159240,27,2020-08-27T10:54:00,"400 Block Brinwood Ave Pittsburgh, PA 15227",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2904,4,3,-79.9783173609828,40.3912305205436
-3477036219,20155937,99,2020-08-22T16:34:00,"Mountain Ave & Wagner St Pittsburgh, PA 15210",N,St. Clair,3,FOUND PROPERTY,9489 Found Property,1606,3,3,-79.9784153211955,40.4062636691023
232964245,20156054,23,2020-08-22T19:20:00,"4900 Block Cypress St Pittsburgh, PA 15224",Y,Bloomfield,5,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 4914 False Identification to Law Enforcement Authorities,804,7,2,-79.9470708600127,40.458730048516
232967137,20156320,10,2020-08-23T03:35:00,"2400 Block Berg St Pittsburgh, PA 15203",N,South Side Slopes,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1608,3,3,-79.972385626224,40.4196171775813
232967822,20156232,4,2020-08-23T04:05:00,"7400 Block Monticello St Pittsburgh, PA 15208",N,Homewood North,5,AGG-ASSAULT,2702 Aggravated Assault. / 3502 Burglary. / 2705 Recklessly Endangering Another Person. / 13(a)(16) Possession of Controlled Substance,1301,9,2,-79.8910159259068,40.4583216061301
233274797,20159545,10,2020-08-27T17:30:00,"Centre Ave & University A Dr Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT,2709 Harassment (Non-Specific),403,8,3,-79.9584765175833,40.448457179627
233275105,20159496,5,2020-08-27T17:53:00,"3300 Block Motor St Pittsburgh, PA 15204",Y,Sheraden,6,BURGLARY,3502 Burglary. / 3304 Criminal Mischief. / 9501 Bench Warrant,2018,2,5,-80.0569724104552,40.4594670130836
-3414033652,20159589,0,2020-08-27T18:50:00,"400 Block S Aiken Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,806,7,2,-79.9383979875622,40.4594766110277
233275262,20159562,6,2020-08-27T15:30:00,"1400 Block Adams St Pittsburgh, PA 15233",N,Manchester,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2107,6,1,-80.0279992669707,40.4587227794128
-3218038081,20159410,0,2020-08-27T15:45:00,"700 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,99,9999 9999 - (Misc. Incident): ,1803,3,5,-79.9954887053187,40.4215189803883
233278452,20159588,6,2020-08-27T20:10:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1408,5,3,-79.9230679471987,40.4358796223012
233281260,20159609,27,2020-08-27T20:59:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",N,Homewood North,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1302,9,2,-79.8963011488784,40.457404655664
233281413,20159505,22,2020-08-27T17:50:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,MISREP AGE TO SECURE LIQUOR/MALT/BREWED BEV,6307 Misrep. of Age to Secure Liquor / 6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,405,,,0,0
232917658,20155069,6,2020-08-21T00:10:00,"2900 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,501,6,3,-79.9670328245115,40.4517115449161
232929964,20155910,10,2020-08-21T15:26:00,"200 Block Sapling Way Pittsburgh, PA 15224",Y,Bloomfield,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",903,7,2,-79.9496048862311,40.4633687143005
232930469,20155220,5,2020-08-21T16:30:00,"7500 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze,4,BURGLARY,3502 Burglary.,1406,9,3,-79.896576789767,40.447294296653
232933123,20155281,18,2020-08-21T18:35:00,"7900 Block Susquehanna St Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 4303 General Lighting Requirements. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1304,9,2,-79.887256615422,40.4492306941579
232938695,20110331,10,2020-08-20T22:30:00,"1400 Block Locust St Pittsburgh, PA 15219",Y,Stanton Heights,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 4304(a)(1) Endangering Welfare of Children. / 3802(a)(1) DUI - General Impairment,1018,6,3,-79.9854587006851,40.4360439740714
232939390,20154701,10,2020-08-20T21:29:00,"5800 Block Buttermilk Hollow Rd Pittsburgh, PA 15207",Y,Lincoln Place,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",3102,5,3,-79.9090978413643,40.3648261116618
232941894,20155566,14,2020-08-22T01:09:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,CRIM MISCHIEF,3304 Criminal Mischief. / 8106 Shots Fired,2620,1,1,-79.9936801964597,40.4666247323612
233251658,20159268,10,2020-08-27T12:00:00,"300 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3503(a) Criminal Trespass",507,8,3,-79.9490918148169,40.445574514372
233252076,20159298,10,2020-08-27T11:55:00,"400 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.9993229906853,40.4387869875112
-3477036916,20159364,27,2020-08-27T12:20:00,"Bingham St & S 17th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.981986260798,40.42946883359
-3249050221,20159389,10,2020-08-27T15:20:00,"1200 Block Fairdale St Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT,2701 Simple Assault.,2022,2,5,-80.0632595086375,40.4544239480861
233016616,20157194,3,2020-08-24T12:09:00,"50 Block 11th St Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,3,3,-79.9876755376991,40.428967496273
233032073,20157308,27,2020-08-24T15:45:00,"Bigelow Blvd & Chatham Sq Pittsburgh, PA 15219",N,North Oakland,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,403,6,6,-79.9937964795809,40.4410597349268
233038470,20157402,0,2020-08-24T18:36:00,"5100 Block Hillcrest St Pittsburgh, PA 15224",N,Garfield,5,99,8106 Shots Fired,1016,9,2,-79.9422311392422,40.4687496271047
232984953,20156682,27,2020-08-23T18:18:00,"20 Block Minooka St Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2901,4,3,-79.9914672146147,40.4044176670832
233069032,20155769,13,2020-08-22T11:17:00,"Mercy St & Federal St Pittsburgh, PA 15214",Y,Lincoln-Lemington-Belmar,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 3334 Turning Movements and Required Signals. / 3714 Careless Driving / 3736 Reckless Driving / 1501 Drivers Required to be Licensed. / 3323 Stop Signs and Yield Signs.,1203,6,1,-80.0088377177576,40.4623356698562
233268599,20158895,10,2020-08-26T20:07:00,"2900 Block Sheraden Blvd Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2018,,,0,0
233283243,20159439,26,2020-08-27T16:30:00,"Wilner Dr & Robinson Blvd Pittsburgh, PA 15221",N,East Hills,5,RETALIATION FOR PAST OFF ACTION,4703 Operation of Vehicle without Official Certif. of Inspection / 3323 Stop Signs and Yield Signs. / 4706 Prohib. on Expend. for Emission Insp Prog..,1306,9,2,-79.8665775339968,40.4527010979271
233284344,20159510,11,2020-08-27T18:15:00,"3000 Block Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT BY DECEPTION,3922 Theft by Deception.,2715,1,1,-80.0307312461892,40.4716454817806
232958137,20155761,10,2020-08-22T02:00:00,"1400 Block Westmoreland St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1202,9,2,-79.8944173619859,40.4680824621238
232958577,20155977,18,2020-08-22T18:30:00,"1400 Block Westmoreland St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1202,9,2,-79.8944173619859,40.4680824621238
232960541,20156012,99,2020-08-22T18:10:00,"800 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1915,4,5,-80.0136135233802,40.4188054421626
232960741,20156035,3,2020-08-22T18:42:00,"800 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,ROBBERY,3701 Robbery. / 2706 Terroristic Threats. / 2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2020,2,5,-80.0390413458052,40.4425953557746
232960957,20156100,6,2020-08-22T19:00:00,"1100 Block Highwood St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,1,1,-80.0252643858697,40.4683522212454
232962240,20156103,4,2020-08-22T20:35:00,"700 Block Bucyrus St Pittsburgh, PA 15220",N,Elliott,6,AGG-ASSAULT,2702 Aggravated Assault.,2020,2,5,-80.0398911870935,40.445661631782
233268529,20159398,99,2020-08-27T15:29:00,"700 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,AIDED CASE,9497 Aided Case,2814,,,0,0
233268781,20159428,27,2020-08-27T16:02:00,"Chestnut St & East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2304,1,1,-79.9945021431346,40.4549021195928
233269409,20159373,5,2020-08-27T15:00:00,"2400 Block Wenzell Ave Pittsburgh, PA 15216",Y,Beechview,6,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3304 Criminal Mischief. / 13(a)(16) Possession of Controlled Substance,1920,,,0,0
233269673,20159483,10,2020-08-27T16:16:00,"1500 Block Buena Vista St Pittsburgh, PA 15212",Y,Central North Side,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2503,6,1,-80.014546834811,40.4570168292077
233269824,20159430,0,2020-08-27T16:15:00,"1500 Block Buena Vista St Pittsburgh, PA 15212",Y,Central North Side,1,99,9093 Indirect Criminal Contempt,2503,6,1,-80.014546834811,40.4570168292077
233270215,20159473,0,2020-08-27T17:15:00,"6600 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9999 9999 - (Misc. Incident): ,1403,8,3,-79.9147120654566,40.4424693703725
233271020,20159460,99,2020-08-27T16:56:00,"3800 Block O Hara St Pittsburgh, PA 15213",Y,North Oakland,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,403,,,0,0
233131190,20158264,18,2020-08-25T22:34:00,"3000 Block Oak Park Rd Pittsburgh, PA 15214",Y,Perry North,1,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount,2607,1,1,-80.0128611275025,40.4761365429968
233134024,20158338,0,2020-08-26T01:33:00,"30 Block Mt Oliver St Pittsburgh, PA 15210",Y,South Side Slopes,3,99,9133 Noise Complaint - No Citation,1706,3,3,-79.9774955286783,40.4134778264424
233134762,20158290,18,2020-08-26T00:26:00,"Hale St & Formosa Way Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 3323 Stop Signs and Yield Signs.,1304,9,2,-79.8873556148095,40.4528311734818
233138383,20158235,13,2020-08-25T21:38:00,"7200 Block Tioga St Pittsburgh, PA 15208",Y,Homewood South,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property.,1303,,,0,0
233149995,20157983,27,2020-08-25T14:49:00,"2000 Block Mountford Ave Pittsburgh, PA 15214",N,Fineview,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2509,1,1,-80.0072718392866,40.4638910460978
233179312,20158596,0,2020-08-26T12:10:00,"100 Block Moultrie St Pittsburgh, PA 15219",Y,West Oakland,4,99,9093 Indirect Criminal Contempt,402,6,3,-79.9742481858971,40.4380460198556
233194958,20158713,14,2020-08-26T15:50:00,"100 Block 7th St Pittsburgh, PA 15222",Y,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-80.000996797488,40.4441447479242
-3320008655,20159682,6,2020-08-27T22:45:00,"7300 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1303,9,2,-79.8948371053259,40.455034841235
233286307,20159658,27,2020-08-27T22:18:00,"500 Block S Linden Ave Pittsburgh, PA 15206",N,Point Breeze,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1404,8,3,-79.9141869148964,40.4488742197029
233287645,20156304,0,2020-08-23T02:32:00,"1400 Block Merrick Ave Pittsburgh, PA 15226",Y,Brookline,6,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3736 Reckless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked.,1918,4,5,-80.0104237765851,40.3899528760597
233288871,20159701,14,2020-08-27T23:53:00,"500 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief. / 607.03 Discharging Firearm or Airgun,1803,3,5,-79.9988880404355,40.4211682755764
233288882,20159729,0,2020-08-28T00:40:00,"300 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,99,9993 PFA Service with Weapons Supplement,2609,,,0,0
233289543,20159674,14,2020-08-27T23:04:00,"200 Block Addison St Pittsburgh, PA 15219",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief. / 3743 Accidents Involving Damage to Attended Veh. or Property,201,6,3,-79.9767087002062,40.4421028203367
233289597,20159711,11,2020-08-28T00:45:00,"50 Block 11th St Pittsburgh, PA 15222",Y,Central Business District,2,THEFT BY DECEPTION,3922 Theft by Deception.,201,3,3,-79.9876755376991,40.428967496273
